,acquisition_date,acquisitions
5055,2010-02-05,36
5056,1998-09-14,36
5057,1971-11-04,36
5058,1997-01-17,36
5059,2005-03-03,36
5060,1987-05-13,36
5061,2001-06-27,36
5062,1994-05-26,36
5063,1985-07-08,36
5064,2009-07-28,36
5065,1980-07-27,36
5066,1974-09-06,36
5067,1987-10-08,36
5068,1979-03-09,36
5069,2018-04-10,36
5070,1970-01-31,36
5071,1970-03-16,36
5072,2016-11-11,36
5073,1999-07-05,36
5074,2006-10-29,36
5075,2018-01-26,36
5076,2000-11-22,36
5077,1992-12-03,36
5078,1993-09-20,36
5079,1981-07-18,36
5080,2010-10-09,36
5081,2001-05-25,36
5082,1978-01-10,36
5083,2018-06-17,36
5084,1979-05-06,36
5085,1979-12-07,36
5086,1989-06-23,36
5087,1981-12-24,36
5088,1972-07-08,36
5089,2007-07-02,36
5090,1975-06-13,36
5091,1977-04-27,36
5092,1998-11-01,36
5093,1978-03-26,36
5094,1983-07-28,36
5095,2015-07-10,36
5096,2014-10-31,36
5097,2015-05-18,36
5098,1980-04-05,36
5099,1986-02-23,36
5100,2008-11-29,36
5101,2004-03-02,36
5102,1988-12-07,36
5103,1986-06-08,36
5104,2011-11-18,36
5105,1981-09-19,36
5106,1982-12-10,36
5107,2014-10-27,36
5108,1992-09-11,36
5109,1999-01-25,36
5110,2004-09-14,36
5111,1976-11-05,36
5112,1987-04-20,36
5113,1980-09-29,36
5114,2019-06-17,36
5115,2014-01-13,36
5116,1985-10-16,36
5117,1998-05-19,36
5118,1988-10-29,36
5119,1982-09-28,36
5120,1973-05-14,36
5121,2011-03-20,36
5122,1993-11-01,36
5123,2011-01-18,36
5124,2000-08-18,36
5125,1979-12-10,36
5126,2011-11-27,36
5127,2003-06-28,36
5128,2010-02-26,36
5129,1977-09-19,36
5130,2013-09-07,36
5131,2011-03-04,36
5132,1991-01-31,36
5133,1981-05-12,36
5134,2019-09-11,36
5135,2018-10-28,36
5136,1978-03-18,36
5137,2020-03-25,36
5138,1993-05-31,36
5139,2001-07-11,36
5140,1989-04-08,36
5141,2007-10-04,36
5142,1996-04-12,36
5143,2000-03-22,36
5144,1996-10-21,36
5145,2007-11-10,36
5146,1981-02-27,36
5147,2013-05-23,36
5148,1998-04-05,36
5149,1987-11-24,36
5150,1978-08-26,36
5151,1997-01-15,36
5152,2001-07-09,36
5153,2011-06-30,36
5154,1975-12-25,36
5155,1979-11-02,36
5156,2012-03-05,36
5157,1998-02-08,36
5158,1972-04-26,36
5159,2004-08-18,36
5160,1997-08-30,36
5161,1995-06-27,36
5162,1981-03-09,36
5163,2005-08-16,36
5164,1991-05-09,36
5165,2006-06-25,36
5166,1997-05-05,36
5167,2015-05-29,36
5168,1986-01-20,36
5169,1995-01-07,36
5170,1988-03-13,36
5171,2016-07-13,36
5172,1986-02-04,36
5173,1999-10-03,36
5174,2009-03-16,36
5175,2009-08-27,36
5176,1973-06-07,36
5177,1993-05-27,36
5178,1988-10-07,36
5179,1986-11-11,36
5180,2000-09-28,36
5181,2006-11-30,36
5182,2008-03-05,36
5183,1980-05-17,36
5184,1985-04-11,36
5185,1977-06-25,36
5186,1997-01-12,36
5187,2015-01-10,36
5188,2008-07-06,36
5189,1970-12-08,36
5190,1988-06-14,36
5191,2006-11-27,36
5192,1980-09-23,36
5193,2010-09-11,36
5194,1994-05-11,36
5195,2009-09-21,36
5196,2020-05-19,36
5197,2016-02-27,36
5198,2002-08-22,36
5199,1975-09-23,36
5200,1987-05-23,36
5201,1984-09-06,36
5202,1975-07-17,36
5203,1994-12-22,36
5204,1974-06-07,36
5205,2018-08-18,36
5206,2006-10-07,36
5207,1992-02-27,36
5208,2008-03-21,36
5209,1990-10-04,36
5210,2017-03-26,36
5211,2013-05-28,36
5212,1991-06-14,36
5213,2010-03-08,36
5214,1983-02-05,36
5215,2004-05-19,36
5216,1976-04-18,36
5217,1992-04-15,36
5218,1980-02-25,36
5219,1998-12-25,36
5220,1975-10-26,36
5221,1994-07-09,36
5222,1973-06-19,36
5223,1999-10-13,36
5224,1981-05-30,36
5225,2013-07-06,36
5226,2010-10-05,36
5227,1973-02-02,36
5228,1970-12-16,36
5229,1982-12-07,36
5230,2018-08-12,36
5231,2011-04-13,36
5232,1991-10-17,36
5233,2018-11-15,36
5234,2003-11-13,36
5235,1980-01-15,36
5236,1993-05-18,36
5237,1976-02-21,36
5238,2005-05-16,36
5239,1980-01-07,36
5240,2018-07-18,36
5241,2019-02-06,36
5242,2007-10-12,36
5243,1986-04-03,36
5244,2011-07-15,36
5245,1994-10-19,36
5246,1987-08-10,36
5247,2000-10-01,36
5248,2005-05-02,36
5249,2010-04-20,36
5250,1993-01-31,36
5251,1984-01-25,36
5252,1971-07-02,36
5253,2005-11-28,36
5254,1974-09-19,36
5255,1978-05-09,36
5256,2008-08-22,36
5257,1985-05-27,36
5258,2011-05-15,36
5259,1977-10-06,36
5260,1979-10-15,36
5261,2019-08-11,36
5262,1982-07-18,36
5263,1999-08-08,36
5264,2008-12-02,36
5265,1981-11-10,36
5266,1981-11-07,36
5267,1978-08-11,36
5268,2011-09-13,36
5269,1999-01-14,36
5270,2002-12-01,36
5271,1991-07-22,36
5272,1985-04-21,36
5273,1995-07-20,36
5274,1987-03-09,36
5275,1993-09-29,36
5276,1993-06-15,36
5277,2019-12-10,36
5278,1993-03-07,36
5279,2011-08-06,36
5280,1970-04-18,36
5281,1992-10-29,36
5282,1992-01-05,36
5283,1981-09-26,36
5284,1970-06-24,36
5285,1973-10-07,36
5286,2006-06-14,36
5287,1981-08-19,36
5288,1971-12-19,36
5289,1972-09-29,36
5290,1987-01-15,36
5291,1974-04-01,36
5292,1984-09-13,36
5293,2004-10-10,36
5294,1982-03-04,36
5295,2005-07-11,36
5296,1976-09-19,36
5297,1978-01-13,36
5298,1975-01-29,36
5299,1987-08-07,36
5300,1970-01-26,36
5301,2006-06-03,36
5302,1994-10-11,36
5303,2019-08-14,36
5304,1996-11-08,36
5305,1998-06-10,36
5306,2015-06-25,36
5307,1987-03-20,36
5308,2006-10-31,36
5309,2006-03-28,36
5310,2008-08-24,36
5311,1978-03-12,36
5312,1994-04-22,36
5313,1995-12-15,36
5314,1971-02-26,36
5315,2015-12-08,36
5316,1991-01-10,36
5317,1973-12-24,36
5318,2002-11-21,36
5319,1970-02-22,36
5320,1991-08-15,36
5321,2015-04-27,36
5322,2015-12-14,36
5323,2013-03-24,36
5324,2017-04-02,36
5325,2001-01-04,36
5326,2005-12-08,36
5327,1974-08-10,36
5328,2013-04-18,36
5329,2007-04-16,36
5330,2004-08-04,36
5331,2012-07-28,36
5332,1985-12-18,36
5333,1980-04-17,36
5334,1977-03-31,36
5335,1978-12-07,36
5336,2018-01-13,36
5337,2013-04-27,36
5338,2005-01-02,36
5339,1996-01-17,36
5340,2020-04-09,36
5341,2013-09-28,36
5342,1989-05-19,36
5343,1992-12-19,36
5344,2019-08-05,36
5345,1979-12-29,36
5346,2007-05-06,36
5347,2019-04-25,36
5348,1984-02-20,36
5349,1995-11-07,36
5350,2007-09-09,36
5351,1975-08-19,36
5352,2015-03-23,36
5353,1992-07-26,36
5354,1974-05-27,36
5355,2015-03-27,36
5356,1974-06-09,36
5357,1994-06-11,36
5358,1989-03-22,36
5359,1972-03-19,36
5360,2010-09-24,36
5361,1975-12-24,36
5362,1993-10-15,36
5363,2003-08-11,36
5364,2010-12-09,36
5365,1993-12-31,36
5366,1975-12-03,36
5367,2000-04-13,36
5368,1999-12-08,36
5369,2012-05-20,36
5370,1995-09-22,36
5371,1979-01-16,36
5372,1984-02-19,36
5373,2012-12-29,36
5374,1975-11-16,36
5375,1970-03-04,36
5376,1972-09-04,36
5377,2009-04-27,36
5378,2019-04-17,36
5379,1981-07-12,36
5380,2008-02-27,36
5381,2005-05-15,36
5382,1998-10-27,36
5383,2019-10-31,36
5384,1980-10-09,36
5385,1990-08-25,36
5386,2020-04-06,36
5387,1971-08-11,36
5388,2019-10-04,36
5389,1982-04-21,36
5390,1996-02-29,36
5391,1973-12-10,36
5392,1972-08-08,36
5393,1994-11-26,36
5394,1998-09-30,36
5395,1972-02-12,36
5396,1993-04-13,36
5397,2008-11-17,36
5398,1970-08-25,36
5399,1984-12-22,36
5400,1993-04-11,36
5401,1989-07-27,36
5402,2015-04-13,36
5403,1971-02-18,36
5404,1988-04-15,36
5405,1996-04-15,36
5406,2003-04-17,36
5407,2005-11-02,36
5408,1983-01-11,36
5409,1987-03-31,36
5410,1979-01-21,36
5411,2009-03-15,36
5412,2017-11-26,36
5413,1978-11-22,36
5414,2013-09-27,36
5415,1984-06-04,36
5416,2013-10-10,36
5417,2004-06-12,36
5418,1978-10-29,36
5419,1976-10-24,36
5420,1980-03-02,36
5421,1987-08-14,36
5422,1996-01-16,36
5423,2004-08-05,36
5424,2013-01-01,36
5425,1980-10-14,36
5426,1992-08-27,36
5427,1978-06-16,36
5428,2000-09-23,36
5429,2016-12-09,36
5430,1982-03-24,36
5431,2009-06-27,36
5432,1995-11-02,36
5433,1994-08-11,36
5434,2016-01-05,36
5435,1972-07-06,36
5436,2005-04-29,36
5437,2006-06-13,36
5438,1972-01-08,36
5439,1973-01-31,36
5440,1976-03-20,36
5441,2018-06-29,36
5442,2019-04-30,36
5443,2014-08-29,36
5444,1990-02-23,36
5445,1989-10-07,36
5446,1990-11-14,36
5447,1991-03-21,36
5448,2020-03-12,36
5449,2015-04-19,36
5450,2012-06-20,36
5451,1999-05-08,36
5452,1992-10-10,36
5453,1990-10-16,36
5454,1971-04-24,36
5455,1986-12-26,36
5456,2004-06-08,36
5457,1977-04-08,36
5458,1997-11-28,36
5459,2018-06-26,36
5460,2007-03-13,36
5461,1993-01-13,36
5462,2014-09-18,36
5463,2011-02-05,36
5464,1991-01-04,36
5465,1978-05-17,36
5466,1977-10-21,36
5467,1983-05-05,36
5468,1979-04-28,36
5469,1983-02-19,36
5470,1974-04-08,36
5471,2014-08-16,36
5472,1987-06-28,36
5473,1988-03-10,36
5474,1981-08-18,36
5475,1988-08-23,36
5476,1970-11-04,36
5477,2007-10-08,36
5478,2016-07-10,36
5479,2000-03-01,36
5480,1988-01-22,36
5481,1990-09-20,36
5482,1974-05-06,36
5483,1974-03-24,36
5484,1971-09-27,36
5485,1995-05-23,36
5486,1991-11-22,36
5487,1976-09-01,36
5488,1979-08-01,36
5489,2019-12-30,36
5490,1973-11-08,36
5491,2012-10-12,36
5492,2019-07-08,36
5493,1980-07-09,36
5494,2015-05-25,36
5495,2017-09-15,36
5496,1980-09-18,36
5497,1982-02-24,36
5498,1999-02-17,36
5499,2006-03-31,36
5500,1976-01-07,36
5501,1991-10-11,36
5502,2003-09-06,36
5503,2016-02-21,36
5504,2007-08-21,36
5505,2015-11-06,36
5506,2015-02-10,36
5507,2001-04-29,36
5508,2018-10-16,36
5509,2019-06-08,36
5510,2004-04-28,36
5511,1979-11-20,36
5512,1971-04-28,36
5513,1997-10-28,36
5514,1977-06-28,36
5515,1973-01-06,36
5516,2007-06-10,36
5517,2016-03-21,36
5518,2014-11-24,36
5519,2014-05-08,36
5520,1985-10-29,36
5521,1970-06-04,36
5522,2016-05-18,36
5523,2013-05-09,36
5524,1976-10-29,36
5525,1974-01-17,36
5526,2003-08-10,36
5527,1992-02-23,36
5528,1997-05-07,36
5529,2013-11-26,36
5530,1972-06-23,36
5531,2013-09-21,36
5532,1999-12-06,36
5533,1972-06-20,36
5534,1999-12-22,36
5535,2004-08-30,36
5536,1977-08-12,36
5537,1989-01-15,36
5538,1990-11-23,36
5539,2000-11-15,36
5540,1975-07-28,36
5541,2018-08-15,36
5542,1997-08-26,36
5543,1975-04-05,36
5544,2009-05-21,36
5545,2014-04-13,36
5546,2003-12-10,36
5547,2009-12-29,36
5548,1992-08-17,36
5549,1995-01-24,36
5550,2009-04-24,36
5551,2014-01-22,36
5552,2011-05-04,36
5553,1995-03-14,36
5554,1982-02-10,36
5555,1998-08-02,36
5556,2004-05-12,36
5557,1972-08-10,36
5558,1998-06-20,36
5559,2001-12-04,36
5560,1973-12-23,36
5561,2014-12-29,36
5562,1993-10-19,36
5563,1983-08-25,36
5564,1972-01-31,36
5565,1982-12-23,36
5566,2012-05-27,36
5567,1995-09-23,36
5568,2001-01-02,36
5569,1995-04-07,36
5570,1979-10-09,36
5571,1990-12-02,36
5572,1992-08-30,36
5573,1970-03-12,36
5574,2017-01-19,36
5575,1973-11-15,36
5576,2009-08-15,36
5577,1980-09-11,36
5578,1999-07-18,36
5579,1994-02-14,36
5580,2010-07-10,36
5581,1980-10-08,36
5582,1971-01-05,36
5583,1991-09-14,36
5584,2006-12-12,36
5585,1971-08-19,36
5586,1992-02-14,36
5587,1970-04-29,36
5588,2018-03-29,36
5589,2003-12-01,36
5590,1981-02-22,36
5591,2011-12-30,36
5592,2014-02-09,36
5593,1971-08-08,36
5594,1991-09-06,36
5595,1970-02-06,36
5596,1980-10-25,36
5597,2013-11-23,36
5598,1990-09-09,36
5599,1993-08-28,36
5600,1994-05-23,36
5601,1992-02-29,36
5602,1988-07-02,36
5603,2001-07-02,36
5604,2009-03-12,36
5605,2005-05-08,36
5606,1979-03-15,36
5607,1979-06-21,36
5608,1986-05-27,36
5609,1997-04-17,36
5610,1973-03-04,36
5611,1979-06-20,36
5612,2005-09-18,36
5613,1973-10-15,36
5614,2001-07-18,36
5615,1970-05-04,36
5616,2012-12-27,36
5617,2011-04-08,36
5618,1981-09-03,36
5619,1972-04-11,36
5620,1974-02-14,36
5621,2020-03-11,36
5622,1976-04-07,36
5623,2014-04-02,36
5624,1970-01-28,36
5625,1983-11-22,36
5626,2018-08-21,36
5627,1986-04-27,36
5628,1997-04-19,36
5629,1972-08-13,36
5630,1973-06-04,36
5631,2000-01-23,36
5632,1991-02-20,36
5633,1996-11-02,36
5634,1985-01-24,36
5635,1990-10-13,36
5636,1993-06-25,36
5637,1972-12-26,36
5638,1972-05-29,36
5639,1997-01-11,36
5640,1992-04-29,36
5641,1987-03-30,36
5642,2002-08-12,36
5643,1982-03-20,36
5644,1986-12-04,36
5645,2001-04-22,36
5646,1999-07-27,36
5647,2010-12-21,36
5648,2013-10-12,36
5649,1996-09-02,36
5650,2000-06-05,36
5651,1970-01-16,36
5652,1993-04-22,36
5653,1996-08-06,36
5654,1994-09-05,36
5655,1972-04-02,36
5656,1989-02-16,36
5657,1991-10-20,36
5658,1984-12-29,36
5659,1991-03-09,36
5660,1998-01-10,36
5661,1989-11-02,36
5662,1991-12-12,36
5663,1976-12-21,36
5664,1983-10-06,36
5665,1987-02-11,36
5666,2017-02-06,36
5667,2000-10-12,36
5668,1981-09-30,36
5669,2020-05-31,36
5670,1973-09-09,36
5671,2014-10-23,36
5672,1971-05-01,36
5673,1974-12-25,36
5674,1985-04-18,36
5675,1977-07-26,36
5676,1997-05-22,36
5677,1997-10-21,36
5678,1992-12-23,36
5679,1997-03-18,36
5680,2020-06-26,36
5681,2009-12-16,36
5682,1997-12-05,36
5683,1999-07-14,36
5684,1981-01-22,36
5685,1987-02-19,36
5686,1990-10-12,36
5687,2012-03-14,36
5688,2014-09-22,36
5689,2015-11-14,36
5690,1992-12-07,36
5691,2014-08-10,36
5692,2012-11-26,36
5693,1991-03-03,36
5694,1971-06-17,36
5695,1974-04-18,36
5696,2012-11-16,36
5697,1992-01-17,36
5698,1981-12-20,36
5699,1998-03-27,36
5700,2003-08-03,36
5701,2008-01-25,36
5702,1996-02-03,36
5703,2005-07-19,36
5704,1973-06-14,36
5705,1994-07-26,36
5706,1998-03-03,36
5707,1976-10-04,36
5708,2019-07-14,36
5709,1986-09-15,36
5710,2008-11-26,36
5711,2005-08-30,36
5712,2020-04-23,36
5713,1988-06-19,36
5714,1974-05-14,36
5715,2006-09-29,36
5716,2009-09-14,36
5717,1978-07-22,36
5718,1993-05-01,36
5719,2020-03-24,36
5720,1972-09-26,36
5721,1977-03-23,36
5722,2018-08-23,36
5723,2005-03-21,36
5724,1970-03-01,36
5725,2001-08-15,36
5726,1970-07-01,36
5727,1980-08-06,36
5728,2017-11-07,36
5729,1998-12-14,36
5730,2002-09-30,36
5731,2011-05-11,36
5732,2001-10-13,36
5733,2002-01-28,36
5734,1980-10-01,36
5735,1996-08-19,36
5736,1973-10-05,36
5737,2020-06-27,36
5738,1994-11-27,36
5739,1982-01-04,36
5740,1988-07-14,36
5741,2015-07-13,36
5742,1999-10-07,36
5743,1976-07-30,36
5744,1987-12-03,36
5745,1970-04-03,36
5746,1984-06-23,36
5747,1991-06-17,36
5748,2003-05-13,36
5749,1971-04-11,36
5750,1981-10-28,36
5751,1970-03-03,36
5752,2018-11-01,36
5753,1990-03-09,36
5754,2004-02-09,36
5755,2015-06-04,36
5756,1989-05-27,36
5757,2010-02-10,36
5758,1986-09-28,36
5759,1993-12-28,36
5760,2015-04-11,36
5761,2001-07-01,36
5762,2008-06-04,36
5763,2011-10-10,36
5764,2000-01-25,36
5765,2018-12-01,36
5766,2016-03-26,36
5767,2010-04-02,36
5768,2012-11-24,36
5769,1995-07-18,35
5770,1974-01-24,35
5771,1971-06-25,35
5772,1977-08-11,35
5773,2013-12-29,35
5774,2019-10-10,35
5775,2002-12-13,35
5776,1973-02-23,35
5777,1984-09-20,35
5778,2008-04-02,35
5779,2006-03-18,35
5780,1973-08-27,35
5781,2008-03-23,35
5782,1972-01-09,35
5783,2007-12-16,35
5784,2013-08-09,35
5785,2019-05-31,35
5786,1985-01-15,35
5787,1981-05-24,35
5788,1985-07-22,35
5789,1986-10-26,35
5790,1994-07-05,35
5791,1978-01-29,35
5792,2018-06-14,35
5793,2003-11-03,35
5794,1982-03-21,35
5795,1995-09-20,35
5796,2010-03-13,35
5797,1993-09-13,35
5798,1987-10-02,35
5799,1991-12-29,35
5800,1983-07-03,35
5801,2003-07-08,35
5802,1979-06-08,35
5803,1976-02-02,35
5804,1984-06-10,35
5805,2002-04-14,35
5806,2013-06-23,35
5807,1970-12-26,35
5808,2004-08-17,35
5809,2006-11-03,35
5810,1980-02-26,35
5811,1974-05-02,35
5812,1981-02-05,35
5813,1990-11-21,35
5814,1989-07-24,35
5815,1997-12-31,35
5816,2017-08-17,35
5817,1984-01-18,35
5818,1999-02-26,35
5819,1993-09-27,35
5820,2016-12-27,35
5821,1982-02-12,35
5822,2001-08-14,35
5823,2012-06-12,35
5824,1987-09-11,35
5825,2012-10-13,35
5826,2010-03-03,35
5827,2005-05-14,35
5828,2001-02-22,35
5829,2020-05-27,35
5830,1995-09-27,35
5831,2000-01-10,35
5832,1978-10-15,35
5833,1986-06-19,35
5834,1970-01-09,35
5835,1973-12-27,35
5836,1973-02-11,35
5837,2004-12-23,35
5838,2016-07-25,35
5839,2013-05-31,35
5840,1981-01-04,35
5841,2010-10-23,35
5842,2014-11-10,35
5843,1976-03-07,35
5844,1987-11-28,35
5845,1996-06-19,35
5846,2017-05-07,35
5847,2003-09-16,35
5848,2012-12-11,35
5849,1975-02-15,35
5850,2008-03-17,35
5851,1982-06-29,35
5852,2004-05-26,35
5853,2014-09-10,35
5854,1972-02-07,35
5855,1999-10-28,35
5856,1989-03-31,35
5857,2013-03-01,35
5858,2005-12-06,35
5859,1976-07-18,35
5860,1980-10-30,35
5861,2011-11-20,35
5862,1984-11-07,35
5863,2002-08-18,35
5864,1978-02-10,35
5865,1981-10-15,35
5866,1998-09-10,35
5867,1984-08-24,35
5868,1981-01-24,35
5869,2013-02-13,35
5870,1972-08-30,35
5871,1997-05-08,35
5872,1975-04-15,35
5873,2007-11-19,35
5874,2003-05-29,35
5875,2016-07-01,35
5876,1992-12-08,35
5877,1983-08-13,35
5878,2013-07-01,35
5879,1991-02-06,35
5880,1989-03-06,35
5881,1996-04-05,35
5882,2013-05-03,35
5883,1981-07-21,35
5884,2001-05-18,35
5885,1994-05-08,35
5886,2002-10-15,35
5887,2020-02-24,35
5888,2009-12-17,35
5889,2008-12-12,35
5890,2009-06-12,35
5891,2013-12-18,35
5892,1998-06-16,35
5893,1988-09-23,35
5894,2019-03-09,35
5895,1989-05-26,35
5896,2012-02-08,35
5897,1974-08-21,35
5898,1970-06-14,35
5899,1998-10-25,35
5900,1977-11-30,35
5901,1988-03-03,35
5902,2008-10-18,35
5903,2014-07-27,35
5904,1997-05-28,35
5905,2017-11-02,35
5906,1999-01-04,35
5907,2000-06-16,35
5908,2018-11-10,35
5909,1981-05-27,35
5910,1983-09-19,35
5911,1981-12-02,35
5912,2008-11-20,35
5913,2001-12-20,35
5914,1979-08-07,35
5915,2002-05-18,35
5916,1993-05-04,35
5917,1997-09-04,35
5918,1995-05-10,35
5919,2009-01-30,35
5920,2015-07-22,35
5921,1998-06-21,35
5922,1976-10-28,35
5923,1983-11-20,35
5924,1999-10-30,35
5925,1989-12-07,35
5926,2019-05-02,35
5927,2011-02-26,35
5928,1983-01-26,35
5929,1996-07-01,35
5930,1982-11-27,35
5931,1978-10-20,35
5932,2001-01-11,35
5933,2003-12-19,35
5934,1976-03-06,35
5935,2003-01-22,35
5936,2008-07-31,35
5937,2014-03-27,35
5938,1972-02-21,35
5939,1989-05-18,35
5940,2013-03-12,35
5941,2015-06-10,35
5942,2007-05-04,35
5943,2016-10-05,35
5944,1990-03-21,35
5945,2013-03-10,35
5946,2013-11-24,35
5947,1979-01-24,35
5948,1983-08-24,35
5949,1998-12-09,35
5950,1976-02-27,35
5951,1983-12-23,35
5952,1979-06-24,35
5953,2003-07-18,35
5954,1985-04-19,35
5955,2007-05-17,35
5956,1973-10-28,35
5957,1994-05-03,35
5958,1995-10-06,35
5959,2018-11-11,35
5960,1975-11-02,35
5961,1980-08-29,35
5962,1990-07-11,35
5963,1981-10-26,35
5964,2009-06-24,35
5965,2004-01-15,35
5966,2002-07-05,35
5967,1973-11-13,35
5968,2019-05-29,35
5969,2018-09-27,35
5970,1970-09-07,35
5971,2012-02-12,35
5972,2019-07-18,35
5973,2006-02-26,35
5974,1997-10-20,35
5975,2000-04-25,35
5976,1982-09-01,35
5977,2004-06-06,35
5978,1975-10-10,35
5979,1995-03-16,35
5980,2004-07-21,35
5981,1998-05-05,35
5982,1976-02-12,35
5983,2014-12-24,35
5984,1985-08-04,35
5985,2008-09-05,35
5986,1981-08-28,35
5987,2005-08-15,35
5988,2018-05-15,35
5989,2019-09-23,35
5990,1991-04-29,35
5991,2018-07-09,35
5992,1988-01-30,35
5993,1984-02-12,35
5994,2000-09-27,35
5995,1998-10-15,35
5996,1971-10-31,35
5997,1986-10-11,35
5998,1983-02-09,35
5999,2012-04-29,35
6000,1985-06-16,35
6001,1997-05-23,35
6002,2007-01-07,35
6003,1972-11-20,35
6004,1984-09-10,35
6005,1990-08-31,35
6006,1984-09-22,35
6007,1991-02-10,35
6008,2009-05-02,35
6009,1990-11-29,35
6010,1986-12-24,35
6011,1972-02-22,35
6012,1996-01-08,35
6013,1977-12-09,35
6014,2006-08-18,35
6015,2012-03-15,35
6016,1974-12-06,35
6017,2003-04-26,35
6018,1981-03-01,35
6019,1980-02-13,35
6020,2012-03-30,35
6021,1987-12-01,35
6022,1974-01-19,35
6023,1983-07-23,35
6024,2013-08-03,35
6025,1999-10-31,35
6026,1980-12-03,35
6027,1999-07-24,35
6028,1988-10-23,35
6029,1994-11-15,35
6030,2007-03-01,35
6031,1987-07-02,35
6032,1982-01-21,35
6033,1982-04-01,35
6034,1975-08-14,35
6035,2003-10-22,35
6036,2006-08-06,35
6037,1980-04-11,35
6038,1980-05-07,35
6039,2008-06-30,35
6040,1977-08-03,35
6041,2013-01-29,35
6042,2017-11-25,35
6043,2018-12-31,35
6044,1970-05-06,35
6045,1981-09-27,35
6046,2003-04-22,35
6047,2005-06-18,35
6048,1991-09-24,35
6049,2018-01-25,35
6050,2018-08-16,35
6051,2016-07-23,35
6052,1977-02-11,35
6053,1987-12-02,35
6054,2000-09-02,35
6055,2004-10-01,35
6056,2014-02-13,35
6057,1979-06-23,35
6058,2020-03-26,35
6059,1977-05-11,35
6060,2014-10-13,35
6061,1995-12-21,35
6062,1986-04-17,35
6063,2011-08-19,35
6064,1979-10-25,35
6065,1975-02-03,35
6066,2003-02-24,35
6067,1998-06-05,35
6068,1987-09-23,35
6069,1973-04-10,35
6070,1996-09-15,35
6071,2007-09-08,35
6072,2000-05-19,35
6073,1990-08-03,35
6074,1991-04-10,35
6075,1986-01-25,35
6076,1979-06-10,35
6077,1980-02-16,35
6078,1981-05-18,35
6079,2013-07-23,35
6080,1979-04-29,35
6081,1978-05-28,35
6082,1997-03-20,35
6083,1990-08-24,35
6084,1984-05-14,35
6085,1998-02-26,35
6086,2000-04-10,35
6087,2003-10-23,35
6088,2001-05-05,35
6089,2010-02-11,35
6090,2019-09-20,35
6091,1975-02-01,35
6092,1977-05-19,35
6093,1970-05-27,35
6094,2016-01-13,35
6095,1985-11-12,35
6096,2011-06-05,35
6097,1979-04-25,35
6098,2009-01-10,35
6099,1975-04-18,35
6100,1976-08-24,35
6101,1976-06-18,35
6102,2019-10-19,35
6103,1976-04-16,35
6104,2004-07-03,35
6105,1999-03-13,35
6106,2014-08-08,35
6107,1975-05-26,35
6108,1986-11-10,35
6109,1993-08-09,35
6110,2012-07-30,35
6111,2001-06-13,35
6112,2015-08-18,35
6113,1975-01-18,35
6114,2002-09-12,35
6115,1995-07-24,35
6116,1970-08-16,35
6117,1997-04-20,35
6118,1998-11-07,35
6119,1976-04-17,35
6120,2013-06-18,35
6121,2009-10-07,35
6122,1999-02-25,35
6123,2009-12-25,35
6124,1991-09-26,35
6125,1995-06-17,35
6126,1985-11-16,35
6127,1976-11-07,35
6128,2000-08-04,35
6129,1977-11-02,35
6130,2006-08-30,35
6131,2005-06-16,35
6132,1981-04-25,35
6133,1988-12-24,35
6134,2005-05-06,35
6135,2015-12-30,35
6136,2009-12-22,35
6137,1985-02-21,35
6138,1980-12-25,35
6139,1995-05-03,35
6140,2013-07-30,35
6141,1996-11-04,35
6142,1984-01-07,35
6143,2010-01-23,35
6144,1995-02-25,35
6145,1976-05-03,35
6146,1980-06-20,35
6147,1981-04-02,35
6148,1986-02-25,35
6149,1988-09-27,35
6150,1978-10-26,35
6151,2001-06-23,35
6152,1996-12-30,35
6153,1980-08-10,35
6154,2016-11-04,35
6155,2015-08-01,35
6156,1977-07-02,35
6157,1994-03-08,35
6158,2003-07-12,35
6159,2006-02-14,35
6160,1994-10-04,35
6161,1976-05-25,35
6162,1999-08-28,35
6163,2008-07-04,35
6164,1975-04-10,35
6165,2005-07-14,35
6166,2013-12-30,35
6167,1997-02-19,35
6168,2000-12-25,35
6169,1978-02-25,35
6170,2004-05-23,35
6171,1977-09-04,35
6172,2003-12-16,35
6173,1997-05-12,35
6174,1979-10-02,35
6175,2002-02-24,35
6176,1996-07-26,35
6177,2015-09-03,35
6178,2001-03-12,35
6179,1974-11-13,35
6180,2016-09-02,35
6181,1974-08-27,35
6182,1982-02-03,35
6183,1983-02-25,35
6184,1992-10-24,35
6185,1976-01-08,35
6186,2014-10-04,35
6187,2013-09-18,35
6188,1989-03-16,35
6189,1997-10-16,35
6190,2020-05-23,35
6191,2005-07-02,35
6192,1988-07-27,35
6193,1977-11-09,35
6194,1999-11-12,35
6195,2018-07-31,35
6196,1994-07-28,35
6197,1989-07-21,35
6198,1973-10-03,35
6199,1976-08-01,35
6200,1982-07-17,35
6201,2015-09-25,35
6202,2001-10-08,35
6203,1972-10-16,35
6204,1982-03-08,35
6205,1979-09-30,35
6206,2009-04-22,35
6207,1989-02-23,35
6208,2014-12-01,35
6209,1981-04-12,35
6210,2001-10-28,35
6211,2007-07-22,35
6212,1988-03-04,35
6213,2017-05-23,35
6214,2018-04-08,35
6215,1999-10-24,35
6216,1978-01-22,35
6217,1988-03-20,35
6218,1975-12-18,35
6219,1976-03-19,35
